TIENDA,SHOPIFY_ID,NOMBRE,PRECIO,TALLAS,IMAGEN_URL,ACTIVO,STOCK
MANDARINA,7909293490269,Camiseta The Amazing Spider-Man,19.99,"3XL, 2XL, XL, L, M, S, XS",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/SPIDERMAN_Mesadetrabajo1.png?v=1746651238,TRUE,10
MANDARINA,7909293555805,Camiseta Spider-Man Remastered,19.99,"2XL, XL, L, M, S, XS",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/SPIDERMAN-02.png?v=1746651238,TRUE,10
MANDARINA,7909293654109,Camiseta Spiderman Miles Morales,18.00,"2XL, XL, L, M, S, XS",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/SPIDERMAN-03.png?v=1746651238,TRUE,10
MANDARINA,7909293719645,Camiseta Spider-Man Regreso a Casa,22.00,"3XL, 2XL, XL, M, L, S, XS",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/SPIDERMAN-04.png?v=1746651238,TRUE,10
MANDARINA,7911116963933,Hoodie Caballeros del Zodiaco,25.00,"2XL, XL, L, M, S, XS",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/WhatsAppImage2025-05-20at15.12.44.jpg?v=1747786959,TRUE,10
MANDARINA,7911424557149,Hoodie 4 Fantasticos,30.00,"XL, L, M, S, XS",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/4FANTASTICOS-03.png?v=1749258504,TRUE,10
MANDARINA,7913964175453,Hoodie 4 Fantasticos v2,30.00,"2XL, XL, L, M, S, XS",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/4FANTASTICOS-03.png?v=1749258504,TRUE,10
MANDARINA,7918569947229,Hoodie Galactus 4 Fantasticos,30.00,"2XL, XL, L, M, S, XS",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/GALACTUS_Mesadetrabajo1.png?v=1749260509,TRUE,10
MANDARINA,7914539810909,Camiseta Urban Style 404,19.99,"S, M, L, XL, 2XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/404_Mesadetrabajo1.jpg?v=1746661667,TRUE,10
MANDARINA,7914539941981,Camiseta Urban Style American SheepDog,19.99,"S, M, L, XL, 2XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/404-02.jpg?v=1746661668,TRUE,10
MANDARINA,7914540269661,Camiseta Urban Style I Love My Self,19.99,"S, M, L, XL, 2XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/404-03.jpg?v=1746661667,TRUE,10
MANDARINA,7914696343645,Camiseta Urban Style Tokyo,19.99,"S, M, L, XL, 2XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/404-04.jpg?v=1746661668,TRUE,10
MANDARINA,7914696573021,Camiseta Urban Style Moon Skate,19.99,"S, M, L, XL, 2XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/404-05.jpg?v=1746661668,TRUE,10
MANDARINA,7914697261149,Camiseta Urban Style Superior Brooklyn,19.99,"S, M, L, XL, 2XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/404-06.jpg?v=1746661667,TRUE,10
MANDARINA,7914697588829,Camiseta Urban Style Samurai Warrior,19.99,"S, M, L, XL, 2XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/oversize3_Mesadetrabajo1.jpg?v=1746661668,TRUE,10
